n,p,num_indices,nrow,nodes_explored_mean,solve_time_relaxation_mean,time_taken_geomean,relative_gap_root_node_geomean,relative_gap_geomean,MSE_all_initial_geomean,MSE_all_geomean,MSE_isvd_geomean,MSE_mf_geomean,k,MSE_ratio,MSE_difference,MSE_mf_ratio,MSE_mf_difference,MSE_isvd_ratio,MSE_isvd_difference
100,2.5,793,50,42.74,66.67121818854177,1866.4451957960973,0.0012268225076587534,0.0001939432170152739,0.0874845002462254,0.08259472365294687,0.049187056384634525,1.0951961154371055,1,0.05920204556679404,0.004889776593278522,12.25987989304242,1.0126013917841585,-0.4044770148839938,-0.03340766726831235
100,3.0,300,50,59.9,59.72766545468652,3626.1698601683265,0.010506418672786146,0.00784722320585331,0.389115764219123,0.3730251012024324,0.32086053632111683,1.470582759995913,1,0.04313560391733144,0.0160906630166906,2.9423158260812605,1.0975576587934806,-0.13984196965074208,-0.052164564881315545
100,3.0,600,50,55.72,62.17959856414135,3242.576042257934,0.004319456561225324,0.0013534936372598325,0.14540856545826344,0.14098618183353423,0.09258881957330428,1.3065076457142648,1,0.03136749692215106,0.004422383624729215,8.266919840817376,1.1655214638807305,-0.34327734555840284,-0.04839736226022995
100,3.0,951,50,32.98,66.40458289416793,968.3170119287694,0.00048233157166670314,5.5796634135057425e-5,0.06495238532543222,0.06005513845362445,0.03498297706313717,0.8989763765803414,1,0.0815458426690583,0.004897246871807773,13.9691833160046,0.8389212381267169,-0.4174856979115686,-0.025072161390487284
125,2.0,250,50,23.28,156.86363730387896,3679.3727479180984,0.14034286568299204,0.11998059333340942,0.8242142439117264,0.7608693140494756,0.7986569086473513,1.550283508594775,1,0.08325336387285533,0.06334492986225082,1.0375161410359728,0.7894141945452995,0.049663712151517506,0.03778759459787573
125,2.0,525,50,22.54,156.28302677264574,3353.572934911938,0.003506186645892419,0.0017562631599811816,0.27317899827028347,0.2693163526031782,0.19685719156236606,1.4001513664163583,1,0.014342410439505094,0.003862645667105258,4.198909583033745,1.1308350138131802,-0.2690485012901406,-0.07245916104081215
125,2.0,869,50,19.02,150.51479988396702,2029.458049270569,0.0006430700200560979,0.00022219953324708006,0.13650418989451313,0.13423058318979642,0.08349150953117795,1.2226260380079217,1,0.016938067694319173,0.002273606704716713,8.10840144588495,1.0883954548181252,-0.37799935344745944,-0.05073907365861846
125,2.5,313,50,23.48,155.39353147494333,3671.705738393547,0.013212425970213253,0.011953075014404726,0.5415439835507602,0.5163170642081392,0.48380250563716864,1.516860819373565,1,0.04885935618128526,0.025226919342621,1.9378475447057546,1.000543755165426,-0.06297401504797673,-0.03251455857097052
125,2.5,656,50,22.18,157.10346109074564,3206.572850299521,0.0019838372011501014,0.0009248555805963509,0.21175896868664504,0.20825416772589345,0.14285399641933813,1.3255138793108123,1,0.016829439713132905,0.0035048009607515918,5.364885244723981,1.1172597115849188,-0.3140401559340497,-0.06540017130655532
125,2.5,1086,50,13.94,157.43125155377172,1203.748844099027,0.00013058688927157112,3.7764717133261316e-5,0.09530776352216322,0.09253186109820002,0.05389065279023725,1.0422416596895727,1,0.02999942280440302,0.0027759024239631946,10.263597719962503,0.9497097985913727,-0.4175989529374596,-0.03864120830796278
125,3.0,375,50,23.72,154.24907359808662,3679.8415885705335,0.0060098391530717665,0.003884407179693109,0.42164171646857146,0.40746124464054306,0.3341504066468728,1.4630021195688303,1,0.03480201372412294,0.014180471828028396,2.5905307285346155,1.0555408749282873,-0.1799210083362508,-0.07331083799367027
125,3.0,787,50,19.26,161.54961069616382,2327.459969264059,0.0009603241269266333,0.00038610026988828127,0.1618421584522968,0.158558285535685,0.10181843427847048,1.2531729692373939,1,0.02071082507935381,0.0032838729166118075,6.903547676512659,1.0946146837017088,-0.3578485417240759,-0.05673985125721451
125,3.0,1304,50,7.64,158.6653674206204,512.2736003688215,5.360822819709982e-5,1.4115433248123266e-5,0.06818619599442322,0.06514537890165414,0.03549657378929395,0.8477114071460663,1,0.046677402818695715,0.0030408170927690714,12.012609972317492,0.7825660282444121,-0.4551175480477152,-0.02964880511236019
150,2.0,300,50,10.58,358.40449534843435,3792.402882712232,0.11200627350342288,0.10682466263910409,0.8863684791233091,0.8082739621222055,0.8529546422895755,1.5743847088452945,1,0.09661887016137263,0.07809451700110359,0.9478354897287391,0.766110746723089,0.05527912844062967,0.044680680167370035
150,2.0,653,50,10.04,357.00874733750027,3377.5935750194126,0.0013421991263588133,0.0008715621354556643,0.2912022917252844,0.28917317479751853,0.20603108203641002,1.3927816962438162,1,0.00701696113128981,0.0020291169277658616,3.816427724387138,1.1036085214462976,-0.2875166163643128,-0.08314209276110851
150,2.0,1123,50,7.8,339.31290012892083,1867.8891870329921,0.0003790473861974175,7.999713258424596e-5,0.1404816107731352,0.13874019846721874,0.08086093197266646,1.247162394318082,1,0.012551605988425293,0.0017414123059164566,7.9891928085482675,1.1084221958508633,-0.41717733673437035,-0.05787926649455229
150,2.5,375,50,10.56,361.6177757197607,3812.4392733224854,0.014012717848292864,0.012153173007542421,0.6350842639855346,0.5508924508674162,0.5700515343824699,1.518460538771918,1,0.15282803927618338,0.08419181311811841,1.7563647611816107,0.9675680879045017,0.03477826476817109,0.019159083515053688
150,2.5,817,50,9.58,356.4555871510722,3029.312956773721,0.0006176830493187553,0.0004490539400057973,0.22844599786806305,0.226991082172007,0.15197214135311793,1.3302982830130758,1,0.006409572050736142,0.0014549156960560472,4.860575095214604,1.103307200841069,-0.3304928991088821,-0.07501894081888907
150,2.5,1403,50,4.84,353.93767362753067,992.2533919904944,3.459017131957356e-5,8.513091547814136e-6,0.09786661683067423,0.09598179383965767,0.052059907773485486,1.0419301205225902,1,0.019637296987439563,0.0018848229910165548,9.855497473439451,0.9459483266829325,-0.45760643043977556,-0.043921886066172186
150,3.0,450,50,10.32,368.2391791362154,3778.1679823194318,0.004438174336317712,0.0034805801955687626,0.4547221938985248,0.4411119606041081,0.3644201992043496,1.4668322935031926,1,0.030854373741707904,0.013610233294416685,2.3253061002797297,1.0257203328990845,-0.17386008145126747,-0.07669176139975853
150,3.0,980,50,9.04,357.631522646615,2696.776451224154,0.0007043936282313043,0.00029563438629331767,0.17415562661681028,0.17253736419706656,0.10611624767445263,1.2888578518147755,1,0.009379199846216466,0.0016182624197437212,6.470021683782557,1.1163204876177089,-0.38496656554199987,-0.06642111652261393
150,3.0,1684,50,2.76,353.5962126304886,631.7254715830454,5.692885807167713e-6,1.3146125115254379e-6,0.0714228377873622,0.06971389952742192,0.036588000879145766,0.8183425817495764,1,0.024513594441350605,0.0017089382599402847,10.738585666516645,0.7486286822221545,-0.4751692112022238,-0.033125898648276156
10,2.0,40,50,23258.18,0.02843954683368415,3600.1231688472612,0.2906382676242726,0.14693862196722215,0.48976213849728134,0.3078076172984064,0.4398604521013776,1.3658897429758128,2,0.5911306640032816,0.18195452119887495,3.4374786919312683,1.0580821256774064,0.42901093859204786,0.1320528348029712
10,2.5,50,50,27708.88,0.03046004005868628,3600.1229757486603,0.3595083948490326,0.15371506685490988,0.2150049778410717,0.09460112453529117,0.13199302113737785,1.006974956862857,2,1.272752875795505,0.12040385330578053,9.644429036223588,0.9123738323275659,0.3952584790695331,0.03739189660208668
10,3.0,60,50,31852.86,0.03329365360343232,3600.1458305979804,0.24974328763078482,0.12434965705849918,0.06600402258295089,0.03130877459547915,0.03442143052344528,0.6838926876219515,2,1.108163715627554,0.03469524798747174,20.843483063712835,0.6525839130264723,0.09941800559692257,0.0031126559279661334
20,2.0,80,50,7211.66,0.14904608788303922,3600.428501593153,0.2363832846786927,0.11909399195855787,1.2292475303915091,0.6654540386069548,1.2192441524130824,2.0336525071880556,2,0.8472313023522793,0.5637934917845543,2.05603751604732,1.3681984685811006,0.8321988923012897,0.5537901138061275
20,2.0,105,50,7756.08,0.15594289472781558,3600.375987838515,0.24768640971042877,0.13389093097814875,0.49685887933378453,0.2642632436258627,0.44179201862385403,1.7799828987875457,2,0.8801664299452291,0.23259563570792186,5.735643119962613,1.515719655161683,0.6717876181423558,0.17752877499799136
20,2.0,120,50,8409.32,0.15855257611652965,3600.300584664251,0.20552294490252,0.11944708618251897,0.2680917415905061,0.15274745474817641,0.2270120074249062,1.4472774137603004,2,0.7551306634371707,0.11534428684232967,8.474969099461076,1.294529959012124,0.4861917522564572,0.0742645526767298
20,2.5,100,50,8004.94,0.1454632432490168,3600.4282480908364,0.23652285271260057,0.14222601425660655,0.5627481431327529,0.2796811487134996,0.51083117544214,1.6933035279615507,2,1.0121060919598202,0.2830669944192533,5.0544070837471455,1.4136223792480511,0.8264769641854781,0.23115002672864038
20,2.5,131,50,9229.6,0.1516832051430367,3600.2530382681784,0.19350443210903043,0.11249312585340517,0.15620319795491713,0.11488435148940968,0.10666247315124369,1.4686048454776564,2,0.35965600127286557,0.04131884646550746,11.78333233759026,1.3537204939882468,-0.07156656438909259,-0.008221878338165983
20,2.5,150,50,8878.34,0.1845998276827747,3600.287803287101,0.19130095436443187,0.0986579786724828,0.09455241646538196,0.06316781304448504,0.04916440829619742,1.1326953366086105,2,0.4968448630443284,0.03138460342089691,16.93152686497039,1.0695275235641255,-0.22168576167780135,-0.014003404748287623
20,3.0,120,50,8519.3,0.1562769128229008,3600.360994613543,0.20552259110844223,0.11939915293585815,0.2680917415905061,0.15295762479359187,0.22701200742490635,1.5842057021453546,2,0.752719041971798,0.11513411679691421,9.357154174452928,1.4312480773517628,0.4841496638774752,0.07405438263131447
20,3.0,157,50,9251.88,0.18485716937607677,3600.248305386229,0.16013521181576995,0.09118127267933815,0.07366762533883167,0.050034385078135346,0.04185211578108849,0.9825883138857087,2,0.47233997627411384,0.023633240260696325,18.638261014925362,0.9325539288075733,-0.16353292409348405,-0.008182269297046858
20,3.0,180,50,9413.38,0.19672000070356396,3600.2264160233485,0.12937641363649954,0.07868742295846595,0.04709887779212443,0.030595627918926675,0.023260400070440113,0.9817243822430245,2,0.5393989597771494,0.016503249873197758,31.087080704616714,0.9511287543240978,-0.23974758314892886,-0.007335227848486562
30,2.0,120,50,2859.48,0.5812316612482177,3600.801469851494,0.18982849160843845,0.10698256049865484,1.3592613028315894,0.8872064439422329,1.399003103620123,2.247978760941847,2,0.5320687897529434,0.4720548588893565,1.5337719042629223,1.3607723169996142,0.5768631000962542,0.51179665967789
30,2.0,178,50,3136.14,0.6040527108786595,3600.8291954828837,0.17129073181477647,0.10622538359107345,0.33499460800371295,0.20042988508449774,0.35097599057016715,1.7548500433753667,2,0.6713805322119756,0.1345647229192152,7.755431070748519,1.554420158290869,0.7511160594748721,0.1505461054856694
30,2.0,221,50,3228.94,0.6707788966797829,3600.588527927741,0.1293551781937063,0.08043928259039321,0.16461498600916247,0.10656989801192428,0.12189210973503103,1.5887447634933003,2,0.5446668250610828,0.05804508799723819,13.908006793020794,1.482174865481376,0.14377616952764963,0.015322211723106757
30,2.5,150,50,2981.34,0.5928120771956599,3600.8433931781738,0.22319462366854137,0.12272031824419603,0.868085380787596,0.3839335925218347,0.9548381688636719,2.11742891004705,2,1.2610300262752527,0.48415178826576133,4.51509154523026,1.7334953175252155,1.4869878214925132,0.5709045763418372
30,2.5,222,50,3472.28,0.6187195005777664,3600.6458206739007,0.11792021611717159,0.08000002672171576,0.16122145557449,0.10556219875193855,0.11953506232349181,1.559754806673779,2,0.5272650388170256,0.05565925682255145,13.775694567892234,1.4541926079218404,0.1323661664568792,0.013972863571553265
